id,paragraph,theme
637,"A format called quiet storm is often included in urban adult contemporary, and is often played during the evening, blending the urban AC and soft AC styles of music. The music that is played is strictly ballads and slow jams, mostly but not limited to Black and Latino artists. Popular artists in the quiet storm format are Teena Marie, Freddie Jackson, Johnny Gill, Lalah Hathaway, Vanessa L. Williams, Toni Braxton, and En Vogue among others.",Adult_contemporary_music
638,"Anita Baker, Sade, Regina Belle, and Luther Vandross are other examples of artists who appeal to mainstream AC, urban AC and smooth jazz listeners. Some soft AC and urban AC stations like to play smooth jazz on the weekends. In recent years, the Smooth Jazz format has been renamed to Smooth AC, as an attempt to lure younger listeners.",Adult_contemporary_music
639,"Adult contemporary R&B may be played on both soft AC stations and urban AC. It is a form of neo soul R&B that places emphasis on songcraft and sophistication. As the use of drum machines, synthesizers, and sequencers dominates R&B-rooted music, adult contemporary R&B tends to take most of its cues from the more refined strains of 1970s soul, such as smooth soul, Philly soul and quiet storm. Classic songwriting touches and organic-leaning instrumentation, often featuring string arrangements and horn charts, were constants.",Adult_contemporary_music
640,"In the 1980s, lush jazz-R&B fusion (George Benson, Patti Austin, Al Jarreau) and stylish crossover R&B (Anita Baker and Luther Vandross, New Edition and Keith Sweat) were equally successful within the mainstream. In the 1990s and early 2000s (decade), artists as sonically contrasting as R. Kelly, Leona Lewis (mainly ballads) and Jill Scott both fit the bill, provided the audience for the material was mature. By riding and contributing to nearly all of the trends, no one has exemplified the style more than Babyface, whose career thrived over 20 years as a member of the Deele (Two Occasions), a solo artist (Whip Appeal, When Can I See You), and a songwriter/producer (Toni Braxton's Breathe Again, Boyz II Men's I'll Make Love to You).",Adult_contemporary_music
641,"Contemporary Christian music (CCM) has several subgenres, one being ""Christian AC"". Radio & Records, for instance, lists Christian AC among its format charts. There has been crossover to mainstream and hot AC formats by many of the core artists of the Christian AC genre, notably Amy Grant, Michael W. Smith, Kathy Troccoli, Steven Curtis Chapman, Plumb, and more recently, MercyMe.",Adult_contemporary_music
642,"In recent years it has become common for many AC stations, particularly soft AC stations, to play primarily or exclusively Christmas music during the Christmas season in November and December. While these tend mostly to be contemporary seasonal recordings by the same few artists featured under the normal format, most stations will also air some vintage holiday tunes from older pop, MOR, and adult standards artists – such as Nat King Cole, Bing Crosby, Dean Martin, The Carpenters, Percy Faith, Johnny Mathis and Andy Williams – many of whom would never be played on these stations during the rest of the year.",Adult_contemporary_music
643,"These Christmas music marathons typically start during the week before Thanksgiving Day and end after Christmas Day, or sometimes extending to New Year's Day. Afterwards, the stations usually resume their normal music fare. Several stations begin the holiday format much earlier, at the beginning of November. The roots of this tradition can be traced back to the beautiful music and easy listening stations of the 1960s and 1970s.",Adult_contemporary_music
644,"Nanjing ( listen; Chinese: 南京, ""Southern Capital"") is the city situated in the heartland of lower Yangtze River region in China, which has long been a major centre of culture, education, research, politics, economy, transport networks and tourism. It is the capital city of Jiangsu province of People's Republic of China and the second largest city in East China, with a total population of 8,216,100, and legally the capital of Republic of China which lost the mainland during the civil war. The city whose name means ""Southern Capital"" has a prominent place in Chinese history and culture, having served as the capitals of various Chinese dynasties, kingdoms and republican governments dating from the 3rd century AD to 1949. Prior to the advent of pinyin romanization, Nanjing's city name was spelled as Nanking or Nankin. Nanjing has a number of other names, and some historical names are now used as names of districts of the city, and among them there is the name Jiangning (江寧), whose former character Jiang (江, River) is the former part of the name Jiangsu and latter character Ning (寧, simplified form 宁, Peace) is the short name of Nanjing. When being the capital of a state, for instance, ROC, Jing (京) is adopted as the abbreviation of Nanjing. Although as a city located in southern part of China becoming Chinese national capital as early as in Jin dynasty, the name Nanjing was designated to the city in Ming dynasty, about a thousand years later. Nanjing is particularly known as Jinling (金陵, literally meaning Gold Mountain) and the old name has been used since the Warring States Period in Zhou Dynasty.",Nanjing
645,"Located in Yangtze River Delta area and the center of East China, Nanjing is home to one of the world's largest inland ports. Nanjing is also one of the fifteen sub-provincial cities in the People's Republic of China's administrative structure, enjoying jurisdictional and economic autonomy only slightly less than that of a province. Nanjing has been ranked seventh in the evaluation of ""Cities with Strongest Comprehensive Strength"" issued by the National Statistics Bureau, and second in the evaluation of cities with most sustainable development potential in the Yangtze River Delta. It has also been awarded the title of 2008 Habitat Scroll of Honour of China, Special UN Habitat Scroll of Honour Award and National Civilized City. Nanjing boasts many high-quality universities and research institutes, with the number of universities listed in 100 National Key Universities ranking third, including Nanjing University. The ratio of college students to total population ranks No.1 among large cities nationwide. Nanjing is one of the three Chinese top research centres according to Nature Index.",Nanjing
646,"Nanjing, one of the nation's most important cities for over a thousand years, is recognized as one of the Four Great Ancient Capitals of China, and had been the world's largest city aggregately for hundreds of years, enjoyed peace and prosperity and beared wars and disasters. Nanjing served as the capital of Eastern Wu, one of the three major states in the Three Kingdoms period (211-280); the Eastern Jin and each of the Southern Dynasties (Liu Song, Southern Qi, Liang and Chen), which successively ruled southern China from 317-589; the Southern Tang, one of the Ten Kingdoms (937-76); the Ming dynasty when, for the first time, all of China was ruled from the city (1368-1421); and the Republic of China (1927–37, 1945–49) prior to its flight to Taiwan during the Chinese Civil War. The city also served as the seat of the rebel Taiping Heavenly Kingdom (1851–64) and the Japanese puppet regime of Wang Jingwei (1940–45) during the Second Sino-Japanese War, and suffered appalling atrocities in both conflicts, including the Nanjing Massacre. It has been serving as the capital city of Jiangsu province after the China was established, and is still the nominal capital of Republic of China that accommodates many of its important heritage sites, including the Presidential Palace and Sun Yat-sen Mausoleum. Nanjing is famous for human historical landscapes, mountains and waters such as Fuzimiao, Ming Palace, Chaotian Palace, Porcelain Tower, Drum Tower, Stone City, City Wall, Qinhuai River, Xuanwu Lake and Purple Mountain. Key cultural facilities include Nanjing Library, Nanjing Museum and Art Museum.",Nanjing
647,"Archaeological discovery shows that ""Nanjing Man"" lived in more than 500 thousand years ago. Zun, a kind of wine vessel, was found to exist in Beiyinyangying culture of Nanjing in about 5000 years ago. In the late period of Shang dynasty, Taibo of Zhou came to Jiangnan and established Wu state, and the first stop is in Nanjing area according to some historians based on discoveries in Taowu and Hushu culture. According to legend,[which?] Fuchai, King of the State of Wu, founded a fort named Yecheng (冶城) in today's Nanjing area in 495 BC. Later in 473 BC, the State of Yue conquered Wu and constructed the fort of Yuecheng (越城) on the outskirts of the present-day Zhonghua Gate. In 333 BC, after eliminating the State of Yue, the State of Chu built Jinling Yi (金陵邑) in the western part of present-day Nanjing. It was renamed Moling (秣陵) during reign of Qin Shi Huang. Since then, the city experienced destruction and renewal many times.[citation needed] The area was successively part of Kuaiji, Zhang and Danyang prefectures in Qin and Han dynasty, and part of Yangzhou region which was established as the nation's 13 supervisory and administrative regions in the 5th year of Yuanfeng in Han dynasty (106 BC). Nanjing was later the capital city of Danyang Prefecture, and had been the capital city of Yangzhou for about 400 years from late Han to early Tang.",Nanjing
648,"Nanjing first became a state capital in 229 AD, when the state of Eastern Wu founded by Sun Quan during the Three Kingdoms period relocated its capital to Jianye (建業), the city extended on the basis of Jinling Yi in 211 AD. Although conquered by the Western Jin dynasty in 280, Nanjing and its neighbouring areas had been well cultivated and developed into one of the commercial, cultural and political centers of China during the rule of East Wu. This city would soon play a vital role in the following centuries.",Nanjing
649,"Shortly after the unification of the region, the Western Jin dynasty collapsed. First the rebellions by eight Jin princes for the throne and later rebellions and invasion from Xiongnu and other nomadic peoples that destroyed the rule of the Jin dynasty in the north. In 317, remnants of the Jin court, as well as nobles and wealthy families, fled from the north to the south and reestablished the Jin court in Nanjing, which was then called Jiankang (建康), replacing Luoyang. It's the first time that the capital of the nation moved to southern part.",Nanjing
650,"During the period of North–South division, Nanjing remained the capital of the Southern dynasties for more than two and a half centuries. During this time, Nanjing was the international hub of East Asia. Based on historical documents, the city had 280,000 registered households. Assuming an average Nanjing household had about 5.1 people at that time, the city had more than 1.4 million residents.",Nanjing
651,"A number of sculptural ensembles of that era, erected at the tombs of royals and other dignitaries, have survived (in various degrees of preservation) in Nanjing's northeastern and eastern suburbs, primarily in Qixia and Jiangning District. Possibly the best preserved of them is the ensemble of the Tomb of Xiao Xiu (475–518), a brother of Emperor Wu of Liang. The period of division ended when the Sui Dynasty reunified China and almost destroyed the entire city, turning it into a small town.",Nanjing
652,"The city of Nanjing was razed after the Sui dynasty took over it. It renamed Shengzhou (昇州) in Tang dynasty and resuscitated during the late Tang. It was chosen as the capital and called Jinling (金陵) during the Southern Tang (937–976), a state that succeeded Wu state. It renamed Jiangning (江寧) in Northern Song dynasty and renamed Jiankang in Southern Song dynasty. Jiankang's textile industry burgeoned and thrived during the Song dynasty despite the constant threat of foreign invasions from the north by the Jurchen-led Jin dynasty. The court of Da Chu, a short-lived puppet state established by the Jurchens, and the court of Song were once in the city. Song was eventually exterminated by the Mongol empire under the name Yuan and in Yuan dynasty the city's status as a hub of the textile industry was further consolidated.",Nanjing
653,"The first emperor of the Ming dynasty, Zhu Yuanzhang (the Hongwu Emperor), who overthrew the Yuan dynasty, renamed the city Yingtian, rebuilt it, and made it the dynastic capital in 1368. He constructed a 48 km (30 mi) long city wall around Yingtian, as well as a new Ming Palace complex, and government halls. It took 200,000 laborers 21 years to finish the project. The present-day City Wall of Nanjing was mainly built during that time and today it remains in good condition and has been well preserved. It is among the longest surviving city walls in China. The Jianwen Emperor ruled from 1398 to 1402.",Nanjing
654,"It is believed that Nanjing was the largest city in the world from 1358 to 1425 with a population of 487,000 in 1400. Nanjing remained the capital of the Ming Empire until 1421, when the third emperor of the Ming dynasty, the Yongle Emperor, relocated the capital to Beijing.",Nanjing
655,"Besides the city wall, other famous Ming-era structures in the city included the famous Ming Xiaoling Mausoleum and Porcelain Tower, although the latter was destroyed by the Taipings in the 19th century either in order to prevent a hostile faction from using it to observe and shell the city or from superstitious fear of its geomantic properties.",Nanjing
656,"A monument to the huge human cost of some of the gigantic construction projects of the early Ming dynasty is the Yangshan Quarry (located some 15–20 km (9–12 mi) east of the walled city and Ming Xiaoling mausoleum), where a gigantic stele, cut on the orders of the Yongle Emperor, lies abandoned, just as it was left 600 years ago when it was understood it was impossible to move or complete it.",Nanjing
657,"As the center of the empire, early-Ming Nanjing had worldwide connections. It was home of the admiral Zheng He, who went to sail the Pacific and Indian Oceans, and it was visited by foreign dignitaries, such as a king from Borneo (Boni 渤泥), who died during his visit to China in 1408. The Tomb of the King of Boni, with a spirit way and a tortoise stele, was discovered in Yuhuatai District (south of the walled city) in 1958, and has been restored.",Nanjing
658,"Over two centuries after the removal of the capital to Beijing, Nanjing was destined to become the capital of a Ming emperor one more time. After the fall of Beijing to Li Zicheng's rebel forces and then to the Manchu-led Qing dynasty in the spring of 1644, the Ming prince Zhu Yousong was enthroned in Nanjing in June 1644 as the Hongguang Emperor. His short reign was described by later historians as the first reign of the so-called Southern Ming dynasty.",Nanjing
659,"Zhu Yousong, however, fared a lot worse than his ancestor Zhu Yuanzhang three centuries earlier. Beset by factional conflicts, his regime could not offer effective resistance to Qing forces, when the Qing army, led by the Manchu prince Dodo approached Jiangnan the next spring. Days after Yangzhou fell to the Manchus in late May 1645, the Hongguang Emperor fled Nanjing, and the imperial Ming Palace was looted by local residents. On June 6, Dodo's troops approached Nanjing, and the commander of the city's garrison, Zhao the Earl of Xincheng, promptly surrendered the city to them. The Manchus soon ordered all male residents of the city to shave their heads in the Manchu queue way. They requisitioned a large section of the city for the bannermen's cantonment, and destroyed the former imperial Ming Palace, but otherwise the city was spared the mass murders and destruction that befell Yangzhou.",Nanjing
660,"Under the Qing dynasty (1644–1911), the Nanjing area was known as Jiangning (江寧) and served as the seat of government for the Viceroy of Liangjiang. It had been visited by the Kangxi and Qianlong emperors a number of times on their tours of the southern provinces. Nanjing was invaded by British troops during the close of the First Opium War, which was ended by the Treaty of Nanjing in 1842. As the capital of the brief-lived rebel Taiping Heavenly Kingdom (founded by the Taiping rebels in the mid-19th century, Nanjing was known as Tianjing (天京, ""Heavenly Capital"" or ""Capital of Heaven"").",Nanjing
661,"Both the Qing viceroy and the Taiping king resided in buildings that would later be known as the Presidential Palace. When Qing forces led by Zeng Guofan retook the city in 1864, a massive slaughter occurred in the city with over 100,000 estimated to have committed suicide or fought to the death. Since the Taiping Rebellion began, Qing forces allowed no rebels speaking its dialect to surrender. This policy of mass murder of civilians occurred in Nanjing.",Nanjing
662,"The Xinhai Revolution led to the founding of the Republic of China in January 1912 with Sun Yat-sen as the first provisional president and Nanking was selected as its new capital. However, the Qing Empire controlled large regions to the north, so revolutionaries asked Yuan Shikai to replace Sun as president in exchange for the abdication of Puyi, the Last Emperor. Yuan demanded the capital be Beijing (closer to his power base).",Nanjing
663,"In 1927, the Kuomintang (KMT; Nationalist Party) under Generalissimo Chiang Kai-shek again established Nanjing as the capital of the Republic of China, and this became internationally recognized once KMT forces took Beijing in 1928. The following decade is known as the Nanking decade.",Nanjing
664,"In 1937, the Empire of Japan started a full-scale invasion of China after invading Manchuria in 1931, beginning the Second Sino-Japanese War (often considered a theatre of World War II). Their troops occupied Nanjing in December and carried out the systematic and brutal Nanking Massacre (the ""Rape of Nanking""). Even children, the elderly, and nuns are reported to have suffered at the hands of the Imperial Japanese Army. The total death toll, including estimates made by the International Military Tribunal for the Far East and the Nanjing War Crimes Tribunal, was between 300,000 and 350,000. The city itself was also severely damaged during the massacre. The Nanjing Massacre Memorial Hall was built in 1985 to commemorate this event.",Nanjing
665,"A few days before the fall of the city, the National Government of China was relocated to the southwestern city Chungking (Chongqing) and resumed Chinese resistance. In 1940, a Japanese-collaborationist government known as the ""Nanjing Regime"" or ""Reorganized National Government of China"" led by Wang Jingwei was established in Nanjing as a rival to Chiang Kai-shek's government in Chongqing. In 1946, after the Surrender of Japan, the KMT relocated its central government back to Nanjing.",Nanjing
666,"On 21 April, Communist forces crossed the Yangtze River. On April 23, 1949, the Communist People's Liberation Army (PLA) captured Nanjing. The KMT government retreated to Canton (Guangzhou) until October 15, Chongqing until November 25, and then Chengdu before retreating to Taiwan on December 10. By late 1949, the PLA was pursuing remnants of KMT forces southwards in southern China, and only Tibet was left. After the establishment of the People's Republic of China in October 1949, Nanjing was initially a province-level municipality, but it was soon merged into Jiangsu province and again became the provincial capital by replacing Zhenjiang which was transferred in 1928, and retains that status to this day.",Nanjing
667,"Nanjing, with a total land area of 6,598 square kilometres (2,548 sq mi), is situated in the heartland of drainage area of lower reaches of Yangtze River, and in Yangtze River Delta, one of the largest economic zones of China. The Yangtze River flows past the west side and then north side of Nanjing City, while the Ningzheng Ridge surrounds the north, east and south side of the city. The city is 300 kilometres (190 mi) west-northwest of Shanghai, 1,200 kilometres (750 mi) south-southeast of Beijing, and 1,400 kilometres (870 mi) east-northeast of Chongqing. The downstream Yangtze River flows from Jiujiang, Jiangxi, through Anhui and Jiangsu to East Sea, north to drainage basin of downstream Yangtze is Huai River basin and south to it is Zhe River basin, and they are connected by the Grand Canal east to Nanjing. The area around Nanjing is called Hsiajiang (下江, Downstream River) region, with Jianghuai (江淮) stressing northern part and Jiangzhe (江浙) stressing southern part. The region is also known as Dongnan (東南, South East, the Southeast) and Jiangnan (江南, River South, south of Yangtze).",Nanjing
668,"Nanjing borders Yangzhou to the northeast, one town downstream when following the north bank of the Yangtze, Zhenjiang to the east, one town downstream when following the south bank of the Yangtze, and Changzhou to the southeast. On its western boundary is Anhui province, where Nanjing borders five prefecture-level cities, Chuzhou to the northwest, Wuhu, Chaohu and Maanshan to the west and Xuancheng to the southwest.",Nanjing
669,"Nanjing is the intersection of Yangtze River, an east-west water transport artery, and Nanjing–Beijing railway, a south-north land transport artery, hence the name “door of the east and west, throat of the south and north”. Furthermore, the west part of the Ningzhen range is in Nanjing; the Loong-like Zhong Mountain is curling in the east of the city; the tiger-like Stone Mountain is crouching in the west of the city, hence the name “the Zhong Mountain, a dragon curling, and the Stone Mountain, a tiger crouching”. Mr. Sun Yet-sen spoke highly of Nanjing in the “Constructive Scheme for Our Country”, “The position of Nanjing is wonderful since mountains, lakes and plains all integrated in it. It is hard to find another city like this.”",Nanjing
670,"Nanjing has a humid subtropical climate (Köppen Cfa) and is under the influence of the East Asian monsoon. The four seasons are distinct, with damp conditions seen throughout the year, very hot and muggy summers, cold, damp winters, and in between, spring and autumn are of reasonable length. Along with Chongqing and Wuhan, Nanjing is traditionally referred to as one of the ""Three Furnacelike Cities"" along the Yangtze River (长江流域三大火炉) for the perennially high temperatures in the summertime. However, the time from mid-June to the end of July is the plum blossom blooming season in which the meiyu (rainy season of East Asia; literally ""plum rain"") occurs, during which the city experiences a period of mild rain as well as dampness. Typhoons are uncommon but possible in the late stages of summer and early part of autumn. The annual mean temperature is around 15.46 °C (59.8 °F), with the monthly 24-hour average temperature ranging from 2.4 °C (36.3 °F) in January to 27.8 °C (82.0 °F) in July. Extremes since 1951 have ranged from −14.0 °C (7 °F) on 6 January 1955 to 40.7 °C (105 °F) on 22 August 1959. On average precipitation falls 115 days out of the year, and the average annual rainfall is 1,062 millimetres (42 in). With monthly percent possible sunshine ranging from 37 percent in March to 52 percent in August, the city receives 1,983 hours of bright sunshine annually.",Nanjing
671,"Nanjing is endowed with rich natural resources, which include more than 40 kinds of minerals. Among them, iron and sulfur reserves make up 40 percent of those of Jiangsu province. Its reserves of strontium rank first in East Asia and the South East Asia region. Nanjing also possesses abundant water resources, both from the Yangtze River and groundwater. In addition, it has several natural hot springs such as Tangshan Hot Spring in Jiangning and Tangquan Hot Spring in Pukou.",Nanjing
672,"Surrounded by the Yangtze River and mountains, Nanjing also enjoys beautiful natural scenery. Natural lakes such as Xuanwu Lake and Mochou Lake are located in the centre of the city and are easily accessible to the public, while hills like Purple Mountain are covered with evergreens and oaks and host various historical and cultural sites. Sun Quan relocated his capital to Nanjing after Liu Bei's suggestion as Liu Bei was impressed by Nanjing's impeccable geographic position when negotiating an alliance with Sun Quan. Sun Quan then renamed the city from Moling (秣陵) to Jianye (建鄴) shortly thereafter.",Nanjing
673,"A dense wave of smog began in the Central and Eastern part of China on 2 December 2013 across a distance of around 1,200 kilometres (750 mi), including Tianjin, Hebei, Shandong, Jiangsu, Anhui, Shanghai and Zhejiang. A lack of cold air flow, combined with slow-moving air masses carrying industrial emissions, collected airborne pollutants to form a thick layer of smog over the region. The heavy smog heavily polluted central and southern Jiangsu Province, especially in and around Nanjing, with its AQI pollution Index at ""severely polluted"" for five straight days and ""heavily polluted"" for nine. On 3 December 2013, levels of PM2.5 particulate matter average over 943 micrograms per cubic metre, falling to over 338 micrograms per cubic metre on 4 December 2013. Between 3:00 pm, 3 December and 2:00pm, 4 December local time, several expressways from Nanjing to other Jiangsu cities were closed, stranding dozens of passenger buses in Zhongyangmen bus station. From 5 to 6 December, Nanjing issued a red alert for air pollution and closed down all kindergarten through middle schools. Children's Hospital outpatient services increased by 33 percent; general incidence of bronchitis, pneumonia, upper respiratory tract infections significantly increased. The smog dissipated 12 December. Officials blamed the dense pollution on lack of wind, automobile exhaust emissions under low air pressure, and coal-powered district heating system in North China region. Prevailing winds blew low-hanging air masses of factory emissions (mostly SO2) towards China's east coast.",Nanjing
674,"At present, the full name of the government of Nanjing is ""People's Government of Nanjing City"" and the city is under the one-party rule of the CPC, with the CPC Nanjing Committee Secretary as the de facto governor of the city and the mayor as the executive head of the government working under the secretary.",Nanjing
675,"According to the Sixth China Census, the total population of the City of Nanjing reached 8.005 million in 2010. The statistics in 2011 estimated the total population to be 8.11 million. The birth rate was 8.86 percent and the death rate was 6.88 percent. The urban area had a population of 6.47 million people. The sex ratio of the city population was 107.31 males to 100 females.",Nanjing
676,"As in most of eastern China the ethnic makeup of Nanjing is predominantly Han nationality (98.56 percent), with 50 other minority nationalities. In 1999, 77,394 residents belonged to minority nationalities, among which the vast majority (64,832) were Hui nationalities, contributing 83.76 percent to the minority population. The second and third largest minority groups were Manchu (2,311) and Zhuang (533) nationalities. Most of the minority nationalities resided in Jianye District, comprising 9.13 percent of the district's population.",Nanjing
677,"Since the Three Kingdoms period, Nanjing has been an industrial centre for textiles and minting owing to its strategic geographical location and convenient transportation. During the Ming dynasty, Nanjing's industry was further expanded, and the city became one of the most prosperous cities in China and the world. It led in textiles, minting, printing, shipbuilding and many other industries, and was the busiest business center in East Asia. Textiles boomed particularly in Qing dynasty, the industry created around 200 thousand jobs and there were about 50 thousand satin machines in the city in 18th and 19th century.",Nanjing
678,"Into the first half of the twentieth century after the establishment of ROC, Nanjing gradually shifted from being a production hub towards being a heavy consumption city, mainly because of the rapid expansion of its wealthy population after Nanjing once again regained the political spotlight of China. A number of huge department stores such as Zhongyang Shangchang sprouted up, attracting merchants from all over China to sell their products in Nanjing. In 1933, the revenue generated by the food and entertainment industry in the city exceeded the sum of the output of the manufacturing and agriculture industry. One third of the city population worked in the service industry, .",Nanjing
679,"In the 1950s after PRC was established by CPC, the government invested heavily in the city to build a series of state-owned heavy industries, as part of the national plan of rapid industrialization, converting it into a heavy industry production centre of East China. Overenthusiastic in building a “world-class” industrial city, the government also made many disastrous mistakes during development, such as spending hundreds of millions of yuan to mine for non-existent coal, resulting in negative economic growth in the late 1960s. From 1960s to 1980s there were Five Pillar Industries, namely, electronics, cars, petrochemical, iron and steel, and power, each with big state-owned firms. After the Reform and Opening recovering market economy, the state-owned enterprises found themselves incapable of competing with efficient multinational firms and local private firms, hence were either mired in heavy debt or forced into bankruptcy or privatization and this resulted in large numbers of layoff workers who were technically not unemployed but effectively jobless.",Nanjing
680,"The current economy of the city is basically newly developed based on the past. Service industries are dominating, accounting for about 60 percent of the GDP of the city, and financial industry, culture industry and tourism industry are top 3 of them. Industries of information technology, energy saving and environmental protection, new energy, smart power grid and intelligent equipment manufacturing have become pillar industries. Big private firms include Suning, Yurun, Sanpower, Fuzhong, Hiteker, 5stars, Jinpu, Tiandi, CTTQ Pharmaceutical and Simcere Pharmaceutical. Big state-owned firms include Panda Electronics, Yangzi Petrochemical, Jinling Petrochemical, Nanjing Chemical, Nanjing Steel, Jincheng Motors, Jinling Pharmaceutical, Chenguang and NARI. The city has also attracted foreign investment, multinational firms such as Siemens, Ericsson, Volkswagen, Iveco, A.O. Smith, and Sharp have established their lines, and a number of multinationals such as Ford, IBM, Lucent, Samsung and SAP established research center there. Many China-based leading firms such as Huawei, ZTE and Lenovo have key R & D institutes in the city. Nanjing is an industrial technology research and development hub, hosting many R & D centers and institutions, especially in areas of electronics technology, information technology, computer software, biotechnology and pharmaceutical technology and new material technology.",Nanjing
681,"In recent years, Nanjing has been developing its economy, commerce, industry, as well as city construction. In 2013 the city's GDP was RMB 801 billion (3rd in Jiangsu), and GDP per capita(current price) was RMB 98,174(US$16041), a 11 percent increase from 2012. The average urban resident's disposable income was RMB 36,200, while the average rural resident's net income was RMB 14,513. The registered urban unemployment rate was 3.02 percent, lower than the national average (4.3 percent). Nanjing's Gross Domestic Product ranked 12th in 2013 in China, and its overall competence ranked 6th in mainland and 8th including Taiwan and Hong Kong in 2009.",Nanjing
682,"Nanjing is the transportation hub in eastern China and the downstream Yangtze River area. Different means of transportation constitute a three-dimensional transport system that includes land, water and air. As in most other Chinese cities, public transportation is the dominant mode of travel of the majority of the citizens. As of October 2014, Nanjing had five bridges and two tunnels over the Yangtze River, which are tying districts north of the river with the city centre on the south bank.",Nanjing
683,"Nanjing is an important railway hub in eastern China. It serves as rail junction for the Beijing-Shanghai (Jinghu) (which is itself composed of the old Jinpu and Huning Railways), Nanjing–Tongling Railway (Ningtong), Nanjing–Qidong (Ningqi), and the Nanjing-Xian (Ningxi) which encompasses the Hefei–Nanjing Railway. Nanjing is connected to the national high-speed railway network by Beijing–Shanghai High-Speed Railway and Shanghai–Wuhan–Chengdu Passenger Dedicated Line, with several more high-speed rail lines under construction.",Nanjing
684,"Among all 17 railway stations in Nanjing, passenger rail service is mainly provided by Nanjing Railway Station and Nanjing South Railway Station, while other stations like Nanjing West Railway Station, Zhonghuamen Railway Station and Xianlin Railway Station serve minor roles. Nanjing Railway Station was first built in 1968. In 1999, On November 12, 1999, the station was burnt in a serious fire. Reconstruction of the station was finished on September 1, 2005. Nanjing South Railway Station, which is one of the 5 hub stations on Beijing–Shanghai High-Speed Railway, has officially been claimed as the largest railway station in Asia and the second largest in the world in terms of GFA (Gross Floor Area). Construction of Nanjing South Station began on 10 January 2008. The station was opened for public service in 2011.",Nanjing
685,"Express highways such as Hu–Ning, Ning–He, Ning–Hang enable commuters to travel to Shanghai, Hefei, Hangzhou, and other important cities quickly and conveniently. Inside the city of Nanjing, there are 230 km (140 mi) of highways, with a highway coverage density of 3.38 kilometres per hundred square kilometrs (5.44 mi/100 sq mi). The total road coverage density of the city is 112.56 kilometres per hundred square kilometres (181.15 mi/100 sq mi). The two artery roads in Nanjing are Zhongshan Road and Hanzhong. The two roads cross in the city centre, Xinjiekou.",Nanjing
686,"The city also boasts an efficient network of public transportation, which mainly consists of bus, taxi and metro systems. The bus network, which is currently run by three companies since 2011, provides more than 370 routes covering all parts of the city and suburban areas. Nanjing Metro Line 1, started service on September 3, 2005, with 16 stations and a length of 21.72 km. Line 2 and the 24.5 km-long south extension of Line 1 officially opened to passenger service on May 28, 2010. At present, Nanjing has a metro system with a grand total of 223.6 kilometers (138.9 mi) of route and 121 stations. They are Line 1, Line 2, Line 3, Line 10, Line S1 and Line S8. The city is planning to complete a 17-line Metro and light-rail system by 2030. The expansion of the Metro network will greatly facilitate the intracity transportation and reduce the currently heavy traffic congestion.",Nanjing
687,"Nanjing's airport, Lukou International Airport, serves both national and international flights. In 2013, Nanjing airport handled 15,011,792 passengers and 255,788.6 tonnes of freight. The airport currently has 85 routes to national and international destinations, which include Japan, Korea, Thailand, Malaysia, Singapore, USA and Germany. The airport is connected by a 29-kilometre (18 mi) highway directly to the city center, and is also linked to various intercity highways, making it accessible to the passengers from the surrounding cities. A railway Ninggao Intercity Line is being built to link the airport with Nanjing South Railway Station. Lukou Airport was opened on 28 June 1997, replacing Nanjing Dajiaochang Airport as the main airport serving Nanjing. Dajiaochang Airport is still used as a military air base.",Nanjing
688,"Port of Nanjing is the largest inland port in China, with annual cargo tonnage reached 191,970,000 t in 2012. The port area is 98 kilometres (61 mi) in length and has 64 berths including 16 berths for ships with a tonnage of more than 10,000. Nanjing is also the biggest container port along the Yangtze River; in March 2004, the one million container-capacity base, Longtan Containers Port Area opened, further consolidating Nanjing as the leading port in the region. As of 2010, it operated six public ports and three industrial ports.",Nanjing
689,"In the 1960s, the first Nanjing Yangtze River Bridge was completed, and served as the only bridge crossing over the Lower Yangtze in eastern China at that time. The bridge was a source of pride and an important symbol of modern China, having been built and designed by the Chinese themselves following failed surveys by other nations and the reliance on and then rejection of Soviet expertise. Begun in 1960 and opened to traffic in 1968, the bridge is a two-tiered road and rail design spanning 4,600 metres on the upper deck, with approximately 1,580 metres spanning the river itself. Since then four more bridges and two tunnels have been built. Going in the downstream direction, the Yangtze crossings in Nanjing are: Dashengguan Bridge, Line 10 Metro Tunnel, Third Bridge, Nanjing Yangtze River Tunnel, First Bridge, Second Bridge and Fourth Bridge.",Nanjing
690,"Being one of the four ancient capitals of China, Nanjing has always been a cultural centre attracting intellectuals from all over the country. In the Tang and Song dynasties, Nanjing was a place where poets gathered and composed poems reminiscent of its luxurious past; during the Ming and Qing dynasties, the city was the official imperial examination centre (Jiangnan Examination Hall) for the Jiangnan region, again acting as a hub where different thoughts and opinions converged and thrived.",Nanjing
691,"Today, with a long cultural tradition and strong support from local educational institutions, Nanjing is commonly viewed as a “city of culture” and one of the more pleasant cities to live in China.",Nanjing
692,"Some of the leading art groups of China are based in Nanjing; they include the Qianxian Dance Company, Nanjing Dance Company, Jiangsu Peking Opera Institute and Nanjing Xiaohonghua Art Company among others.",Nanjing
